資料集名稱,主題分類,資料集描述,主要欄位說明
中華郵政股份有限公司臺北市收寄投遞郵件數,統計,"中華郵政股份有限公司臺北市收寄投遞郵件數時間數列統計資料
",統計期、收寄郵件數/ 總計、收寄郵件數/ 函件/合計、收寄郵件數/ 函件/平信/計、收寄郵件數/ 函件/平信/水陸路、收寄郵件數/ 函件/平信/航空、收寄郵件數/ 函件/特種、收寄郵件數/ 包裹、投遞郵件數/ 總計、投遞郵件數/ 函件/合計、投遞郵件數/ 函件/平信/計、投遞郵件數/ 函件/平信/水陸路、投遞郵件數/ 函件/平信/航空、投遞郵件數/ 函件/特種、投遞郵件數/ 包裹
臺北市木柵垃圾焚化廠營運管理及環境品質監測報告,環保,"本資料集主要提供木柵垃圾焚化廠焚化廠營運管理(包括焚化爐操作、垃圾進廠管理、飛灰與底渣清運、處理及作業環境安全衛生管理)
污染防治及監測(包括空氣污染防治、水污染防治、噪音管制、病媒防治及其他委外檢測項目)、敦親睦鄰與回饋設施及景觀維護等相關資料。
",DataSN、ArticleType、FileName、Link、Source、title、內容、日期時間、相關檔案、title、url、相關連結、相關圖片、相關影音、發布單位
臺北市區域立法委員選舉,統計,臺北市區域立法委員選舉時間數列統計資料,統計期、選舉屆期別、選區別、人口數[人]、選舉人數[人]、投票日期/年、投票日期/月、投票日期/日、候選人數/總計[人]、候選人數/男[人]、候選人數/女[人]、當選人數/總計[人]、當選人數/男[人]、當選人數/女[人]、投票數/總計[票]、投票數/有效[票]、投票數/無效[票]、選舉人數對人口數百分比[%]、投票數對選舉人數百分比[%]、當選人對候選人百分比[%]、就職日期/年、就職日期/月、就職日期/日
臺北市政府正副主管人員人數,統計,臺北市政府正副主管人員人數時間數列統計資料,"統計期、性別、機關首長人數/總計、機關首長人數/政務人員、機關首長人數/事務人員、正副主管人數、行政區首長人數
"
臺北市公有超級市場,統計,臺北市公有超級市場時間數列統計資料,統計期、行政區別、市場數[間]、土地面積[平方公尺]、建築物樓地板面積[平方公尺]
臺北市公告地價,統計,臺北市公告地價時間數列統計資料,統計期、公告地價總額[千元]/ 總計、公告地價總額[千元]/ 松山區、公告地價總額[千元]/ 信義區、公告地價總額[千元]/ 大安區、公告地價總額[千元]/ 中山區、公告地價總額[千元]/ 中正區、公告地價總額[千元]/ 大同區、公告地價總額[千元]/ 萬華區、公告地價總額[千元]/ 文山區、公告地價總額[千元]/ 南港區、公告地價總額[千元]/ 內湖區、公告地價總額[千元]/ 士林區、公告地價總額[千元]/ 北投區、調整幅度[%]/ 總計、調整幅度[%]/ 松山區、調整幅度[%]/ 信義區、調整幅度[%]/ 大安區、調整幅度[%]/ 中山區、調整幅度[%]/ 中正區、調整幅度[%]/ 大同區、調整幅度[%]/ 萬華區、調整幅度[%]/ 文山區、調整幅度[%]/ 南港區、調整幅度[%]/ 內湖區、調整幅度[%]/ 士林區、調整幅度[%]/ 北投區
臺北市公告土地現值,統計,臺北市公告土地現值時間數列統計資料,統計期、公告土地現值總額[千元]/ 總計、公告土地現值總額[千元]/ 松山區、公告土地現值總額[千元]/ 信義區、公告土地現值總額[千元]/ 大安區、公告土地現值總額[千元]/ 中山區、公告土地現值總額[千元]/ 中正區、公告土地現值總額[千元]/ 大同區、公告土地現值總額[千元]/ 萬華區、公告土地現值總額[千元]/ 文山區、公告土地現值總額[千元]/ 南港區、公告土地現值總額[千元]/ 內湖區、公告土地現值總額[千元]/ 士林區、公告土地現值總額[千元]/ 北投區、調整幅度[%]/ 總計、調整幅度[%]/ 松山區、調整幅度[%]/ 信義區、調整幅度[%]/ 大安區、調整幅度[%]/ 中山區、調整幅度[%]/ 中正區、調整幅度[%]/ 大同區、調整幅度[%]/ 萬華區、調整幅度[%]/ 文山區、調整幅度[%]/ 南港區、調整幅度[%]/ 內湖區、調整幅度[%]/ 士林區、調整幅度[%]/ 北投區
臺北市總決算累計餘絀計算表,財稅,總決算累計餘絀計算表,縣市別代碼、摘要、金額小計、金額合計、說明
臺北市動物之家相關資訊,農業,臺北市動物之家地址、電話、開放時間。,地址、電話、開放時間、網址
臺北市防洪陸閘資訊,水利,市轄防洪陸閘位置及名稱採用座標系統(TWD97_TM2)提供CSV檔案格式,項次、名稱、橋梁、經度_TWD97、緯度_TWD97
臺北市河濱生態蝴蝶,水利,臺北市淡水河、新店溪、景美溪及雙溪蝴蝶種類及相關分布位置等相關調查資料，提供CSV檔案格式，採TWD97座標系統呈現,No(項次)、Family(科名)、Name_S(學名)、Name_C(中文名稱)、Endemic(特有性)、西元年、Month(月)、Date(日)、Region(區域)、X坐標(經度TWD97)、Y坐標(緯度TWD97)、數量
臺北市河濱生態蜻蜓,水利,臺北市淡水河、新店溪、景美溪及雙溪蜻蜓種類及相關分布位置等相關調查資料，提供CSV檔案格式，採TWD97座標系統呈現,No(項次)、Family(科名)、Name_S(學名)、Name_C(中文名稱)、西元年、Month(月)、Date(日)、Region(區域)、X坐標(經度TWD97)、Y坐標(緯度TWD97)、數量
臺北市河濱生態爬蟲,水利,臺北市淡水河、新店溪、景美溪及雙溪爬蟲動物種類及相關分布位置等相關調查資料，提供CSV檔案格式，採TWD97座標系統呈現,No(項次)、Group(類別)、Family(科名)、Name_S(學名)、Name_C(中文名稱)、Endemic(特有性)、Alien、西元年、Month(月)、Date(日)、Time(時間)、Region(區域)、X坐標(經度TWD97)、Y坐標(緯度TWD97)、數量
臺北市河濱生態兩棲,水利,臺北市淡水河、新店溪、景美溪及雙溪兩棲動物種類及相關分布位置等相關調查資料，提供CSV檔案格式，採TWD97座標系統呈現,No(項次)、Group(類別)、Family(科名)、Name_S(學名)、Name_C(中文名稱)、Endemic(特有性)、Alien(外來種)、西元年、Month(月)、Date(日)、Time(時間)、Park(公園)、Region(區域)、X坐標(經度TWD97)、Y坐標(緯度TWD97)、數量、Investgat(調查人員)
臺北市河濱生態底棲,水利,臺北市淡水河、新店溪、景美溪及雙溪底棲動物種類及分布位置等相關調查資料，提供CSV檔案格式，採TWD97座標系統呈現,No(項次)、Group(類別)、Family(科名)、Name_S(學名)、Name_C(中文名稱)、Alien(外來種)、西元年、Month(月)、Date(日)、Region(區域)、TWD97_X(經度TWD97)、TWD97_Y(緯度TWD97)、數量
臺北市河濱生態鳥類,水利,臺北市淡水河、新店溪、景美溪及雙溪鳥類動物種類及相關分布位置等相關調查資料，提供CSV檔案格式，採TWD97座標系統呈現,Family(科名)、Name_S(學名)、Name_C(中文名稱)、Endemic(特有性)、Alien(外來種)、Status(狀態)、西元年、Month(月)、Date(日)、Region(區域)、X_TWD97(經度TWD97)、Y_TWD97(緯度TWD97)、數量、Investgat(調查人員)
臺北市已核發之廢食用油回收工作證清除機構名單,環保,提供合格廢食用油回收清除機構以便民眾查詢，避免廢食用油流向不明。,"序號、縣市別、縣市代碼、清除機構、許可證字號、公司電話、管制編號
"
Taipeizoo_DisplayAreas,教育,臺北市立動物園館區介紹,"Code、E_Category、E_Name、E_Pic_URL、E_Info、E_Longitude、E_Latitude
"
臺北市稅捐稽徵處員工人數,統計,臺北市稅捐稽徵處員工人數統計資料,統計標準分類項目、統計數值類型、男性人數、女性人數、主管人數
臺北市強降雨災害河川、海岸及區域排水損失情形統計,水利,依據發生強降雨災害編製。,日期、受災區域、工程數量、災害受損狀況、預估損失經費金額、預估搶修及復建經費金額、備註
臺北市河濱公園自行車道里程牌,水利,提供河濱公園自行車道里程牌提供CSV檔案格式，採WGS84及TWD97座標系統呈現。,里程牌名稱、經度、緯度、TWD97X、TWD97Y
臺北市水利處閘閥門,水利,市轄閘閥門位置及名稱採用座標系統TWD97-TM2(zone121)座標提供CSV檔案格式,Name(閘閥門名稱)、閘門類別、閥門類別、尺寸、數量、河系名稱、行政區域、管理單位別、X坐標、Y坐標
臺北市政府工務局水利工程處歷年防汛搶險演練,水利,水利處歷年辦理防汛搶險演練基本資料，提供CSV檔,序號、年度、辦理日期、辦理地點
臺北市廢食用油資訊,環保,"一、民眾建議提供廢棄管道、法源依據、罰則、合格清除機構名單宣導資訊等相關資料。
二、臺北市環境保護局將以現有資料提供常見問答，俾利民眾查詢。",機關名稱、機關代碼、類別、提問、答覆、相關連結網址、相關連結說明
臺北市降雨積水模擬圖（112年更新版）,水利,"本市短延時強降雨條件下（78.8mm/h、100mm/h、130mm/h）之可能積水範圍、可能積水深度。
（※深度15公分以下之地表逕流不顯示於圖面中）圖資為KML格式、圖層空間參考系統座標是WGS84座標。

本圖資係基於設計降雨條件及特定年份地形資料下，運用客觀水理模式經數值模擬演算而得。由於實際降雨在空間分布上因地形效應及當時大氣條件而極度不均勻，且氣象及水文條件具不確定性，故本圖資無法模擬未來單一颱洪事件之實際淹水狀況，參考使用時應特別留意此情形。

另依經濟部「水災潛勢資料公開辦法」規定及水利署淹水潛勢圖於「政府資料開放平臺」說明，淹水潛勢圖僅供防救災相關業務使用，不適合作為土地使用管制或土地利用及其他相關措施之判定依據。",GRIDCODE、depth、case、year、AGENCYCODE
臺北市河川區域線,工務,"本市河川區域線位置,提供KML格式",RIVER、RIVERCODE、AREA、AREACODE、AGENCYCODE
臺北市水利處易積水地區,水利,臺北市易積水地區範圍，提供KML格式,DISTRICT、AREACODE、SCOPE、LOCATION、AGENCYCODE
臺北市政府警察局名稱及地址,治安,警察局各分局、派出所地址等資料,"縣市別代碼、name、content、display_addr、poi_addr
"
臺北市堤防起迄點位資料集,水利,"本市堤防起迄位置資料集,提供TWD97及WGS84座標",堤防名稱、堤防位置、TWD97X、TWD97Y、Longitude、Latitude
臺北市特殊景點彩繪區,觀光,"本市特殊景點彩繪區點位位置,提供CSV檔","NO、特殊景點彩繪區名稱、特殊景點位置、Longitude、Latitude
"
臺北市河濱公園遊戲區,水利,臺北市29座河濱公園遊戲區相關設施及座落位置，提供CSV檔案格式，採TWD97及WGS84座標系統呈現,地點、設施、緯度_WGS84、經度_WGS84、緯度_TWD97、經度_TWD97
臺北市河濱公園塗鴉區,水利,臺北市河濱公園塗鴉區位置描述及開放塗鴉面積，提供CSV檔案格式，採TWD97及WGS84座標系統呈現,編號、行政區、河濱公園、位置地點、面積（平方公尺）、緯度_TWD97、經度_TWD97、緯度_WGS84、經度_WGS84
臺北市自行車可通行之橋樑,水利,"自行車可通行之橋樑,WGS84座標",no(項次)、Riverside_Park(河濱公園)、Location(地點)、Latitude(緯度)、Longitude (經度)
臺北市河濱休憩點,水利,各自行車休憩點位置，提供CSV檔案格式，採WGS84座標系統呈現,Riverside_Park(河濱公園)、Location(地點)、Latitude(緯度)、Longitude(經度)、Type(型式)
臺北市河濱自行車租借站、租借費率、提供免費飲水、打氣及簡易維修服務,水利,河濱自行車租借站及租借費率說明，提供CSV檔案格式，採TWD97及WGS84座標系統呈現,名稱、河濱公園、位置、營業時間、電話、服務資訊、租借費率、緯度TWD97、經度TWD97、緯度WGS84、經度WGS84
臺北市河濱求救點資訊,水利,河濱求救點位置標示牌及自行車里程牌，提供CSV檔案格式，採WGS84座標系統呈現,名稱、河系、管理站、經度、緯度
臺北市疏散門資訊,水利,臺北市疏散門編號及座落位置描述，提供CSV檔案格式，採WGS84座標系統呈現,Riverside_Park(河濱公園)、Name(名稱)、Description(位置描述)、Longitude、Latitude
臺北市藍色公路碼頭,水利,藍色公路碼頭位置，提供CSV檔案格式，採WGS84座標系統呈現,no(項次)、Riverside_Park(河濱公園)、Location(地點)、Latitude(緯度)、	Longitude(經度)
臺北市河流,水利,市轄河川主流及支流位置及名稱,PARCCID、大分類、英文代碼、簡稱、全名、RGBID、CHN、SHAPE_AREA、SHAPE_LEN
